Department,Course Number,Course Name,Request Type,Grade,StudentNumber,Grade
English,4472,English 4 Intro To Rhetoric,R,12,2240633,12
English,4472,English 4 Intro To Rhetoric,R,12,2240926,12
English,4472,English 4 Intro To Rhetoric,R,12,2240634,12
English,4472,English 4 Intro To Rhetoric,R,12,2240632,12
English,4472,English 4 Intro To Rhetoric,R,12,4240287,12
English,4472,English 4 Intro To Rhetoric,R,12,4240293,12
English,4472,English 4 Intro To Rhetoric,R,12,2240651,12
English,4472,English 4 Intro To Rhetoric,R,12,2240639,12
English,4472,English 4 Intro To Rhetoric,R,12,4240294,12
English,4472,English 4 Intro To Rhetoric,R,12,2240655,12
English,4472,English 4 Intro To Rhetoric,R,12,2240656,12
English,4472,English 4 Intro To Rhetoric,R,12,2240659,12
English,4472,English 4 Intro To Rhetoric,R,12,2240660,12
English,4472,English 4 Intro To Rhetoric,R,12,2240661,12
English,4472,English 4 Intro To Rhetoric,R,12,4240301,12
English,4472,English 4 Intro To Rhetoric,R,12,2240990,12
English,4472,English 4 Intro To Rhetoric,R,12,2241074,12
English,4472,English 4 Intro To Rhetoric,R,12,2240665,12
English,4472,English 4 Intro To Rhetoric,R,12,2240671,12
English,4472,English 4 Intro To Rhetoric,R,12,2240672,12
English,4472,English 4 Intro To Rhetoric,R,12,2240679,12
English,4472,English 4 Intro To Rhetoric,R,12,2240684,12
English,4472,English 4 Intro To Rhetoric,R,12,2240687,12
English,4472,English 4 Intro To Rhetoric,R,12,2240690,12
English,4472,English 4 Intro To Rhetoric,R,12,2240693,12
English,4472,English 4 Intro To Rhetoric,R,12,2240706,12
English,4472,English 4 Intro To Rhetoric,R,12,2240709,12
English,4472,English 4 Intro To Rhetoric,R,12,2240712,12
English,4472,English 4 Intro To Rhetoric,R,12,2240730,12
English,4472,English 4 Intro To Rhetoric,R,12,2240731,12
English,4472,English 4 Intro To Rhetoric,R,12,2240745,12
English,4472,English 4 Intro To Rhetoric,R,12,2240747,12
English,4472,English 4 Intro To Rhetoric,R,12,2240756,12
English,4472,English 4 Intro To Rhetoric,R,12,2240759,12
English,4472,English 4 Intro To Rhetoric,R,12,4240340,12
English,4472,English 4 Intro To Rhetoric,R,12,2240766,12
English,4472,English 4 Intro To Rhetoric,R,12,2240768,12
English,4472,English 4 Intro To Rhetoric,R,12,2240769,12
English,4472,English 4 Intro To Rhetoric,R,12,2240772,12
English,4472,English 4 Intro To Rhetoric,R,12,2240773,12
English,4472,English 4 Intro To Rhetoric,R,12,2240774,12
English,4472,English 4 Intro To Rhetoric,R,12,2241023,12
English,4472,English 4 Intro To Rhetoric,R,12,2240789,12
English,4472,English 4 Intro To Rhetoric,R,12,2240006,12
English,4472,English 4 Intro To Rhetoric,R,12,2240799,12
English,4472,English 4 Intro To Rhetoric,R,12,2240785,12
English,4472,English 4 Intro To Rhetoric,R,12,2241030,12
English,4472,English 4 Intro To Rhetoric,R,12,2240804,12
English,4472,English 4 Intro To Rhetoric,R,12,2240810,12
English,4472,English 4 Intro To Rhetoric,R,12,2240813,12
English,4472,English 4 Intro To Rhetoric,R,12,2240814,12
English,4472,English 4 Intro To Rhetoric,R,12,2240816,12
English,4472,English 4 Intro To Rhetoric,R,12,2240817,12
English,4472,English 4 Intro To Rhetoric,R,12,2240818,12
English,4472,English 4 Intro To Rhetoric,R,12,2240822,12
English,4472,English 4 Intro To Rhetoric,R,12,2240825,12
English,4472,English 4 Intro To Rhetoric,R,12,2240826,12
English,4472,English 4 Intro To Rhetoric,R,12,2240827,12
English,4472,English 4 Intro To Rhetoric,R,12,2240831,12
English,4472,English 4 Intro To Rhetoric,R,12,2240833,12
English,4472,English 4 Intro To Rhetoric,R,12,2240836,12
English,4472,English 4 Intro To Rhetoric,R,12,2240839,12
English,4472,English 4 Intro To Rhetoric,R,12,2240867,12
English,4472,English 4 Intro To Rhetoric,R,12,2240842,12
English,4472,English 4 Intro To Rhetoric,R,12,2240843,12
English,4472,English 4 Intro To Rhetoric,R,12,2240844,12
English,4472,English 4 Intro To Rhetoric,R,12,2240848,12
English,4472,English 4 Intro To Rhetoric,R,12,2240850,12
English,4472,English 4 Intro To Rhetoric,R,12,2240857,12
English,4472,English 4 Intro To Rhetoric,R,12,4240407,12
English,4472,English 4 Intro To Rhetoric,R,12,2240858,12
English,4472,English 4 Intro To Rhetoric,R,12,2240859,12
English,4472,English 4 Intro To Rhetoric,R,12,2240860,12
English,4472,English 4 Intro To Rhetoric,R,12,2241078,12
English,4472,English 4 Intro To Rhetoric,R,12,2240967,12
English,4472,English 4 Intro To Rhetoric,R,12,2240873,12
English,4472,English 4 Intro To Rhetoric,R,12,2240874,12
English,4472,English 4 Intro To Rhetoric,R,12,2240879,12
English,4472,English 4 Intro To Rhetoric,R,12,2240881,12
English,4472,English 4 Intro To Rhetoric,R,12,2240883,12
English,4472,English 4 Intro To Rhetoric,R,12,2240889,12
English,4472,English 4 Intro To Rhetoric,R,12,2240890,12
English,4472,English 4 Intro To Rhetoric,R,12,2240884,12
English,4491,AP English 4 Lit & Comp,R,12,4240009,12
English,4491,AP English 4 Lit & Comp,R,12,2240050,12
English,4491,AP English 4 Lit & Comp,R,12,2240056,12
English,4491,AP English 4 Lit & Comp,R,12,2241112,12
English,4491,AP English 4 Lit & Comp,R,12,2240059,12
English,4491,AP English 4 Lit & Comp,R,12,2240071,12
English,4491,AP English 4 Lit & Comp,R,12,2240078,12
English,4491,AP English 4 Lit & Comp,R,12,2240108,12
English,4491,AP English 4 Lit & Comp,R,12,2240131,12
English,4491,AP English 4 Lit & Comp,R,12,2240153,12
English,4491,AP English 4 Lit & Comp,R,12,2240173,12
English,4491,AP English 4 Lit & Comp,R,12,2240221,12
English,4491,AP English 4 Lit & Comp,R,12,2240257,12
English,4491,AP English 4 Lit & Comp,R,12,2240004,12
English,4491,AP English 4 Lit & Comp,A,12,2240948,12
English,4491,AP English 4 Lit & Comp,R,12,2240281,12
English,4491,AP English 4 Lit & Comp,R,12,2240304,12
English,4491,AP English 4 Lit & Comp,R,12,2240307,12
English,4491,AP English 4 Lit & Comp,R,12,2240308,12
English,4491,AP English 4 Lit & Comp,R,12,2240309,12
English,4491,AP English 4 Lit & Comp,R,12,2240319,12
English,4491,AP English 4 Lit & Comp,R,12,2240323,12
English,4491,AP English 4 Lit & Comp,R,12,2240332,12
English,4491,AP English 4 Lit & Comp,R,12,2240333,12
English,4491,AP English 4 Lit & Comp,R,12,2240346,12
English,4491,AP English 4 Lit & Comp,R,12,2240349,12
English,4491,AP English 4 Lit & Comp,R,12,2240358,12
English,4491,AP English 4 Lit & Comp,R,12,2240363,12
English,4491,AP English 4 Lit & Comp,R,12,2240380,12
English,4491,AP English 4 Lit & Comp,R,12,2240954,12
English,4491,AP English 4 Lit & Comp,R,12,2240420,12
English,4491,AP English 4 Lit & Comp,R,12,2240399,12
English,4491,AP English 4 Lit & Comp,R,12,2240438,12
English,4491,AP English 4 Lit & Comp,R,12,2240440,12
English,4491,AP English 4 Lit & Comp,R,12,2240447,12
English,4491,AP English 4 Lit & Comp,R,12,2240481,12
English,4491,AP English 4 Lit & Comp,R,12,2240487,12
English,4491,AP English 4 Lit & Comp,R,12,2240007,12
English,4491,AP English 4 Lit & Comp,R,12,2240494,12
English,4491,AP English 4 Lit & Comp,R,12,2240484,12
English,4491,AP English 4 Lit & Comp,R,12,2240957,12
English,4491,AP English 4 Lit & Comp,R,12,2240528,12
English,4491,AP English 4 Lit & Comp,R,12,2240537,12
English,4491,AP English 4 Lit & Comp,R,12,2240542,12
English,4491,AP English 4 Lit & Comp,R,12,2240559,12
English,4491,AP English 4 Lit & Comp,R,12,2240575,12
English,4491,AP English 4 Lit & Comp,R,12,2240578,12
English,4491,AP English 4 Lit & Comp,R,12,2240589,12
English,4491,AP English 4 Lit & Comp,R,12,2240605,12
English,4491,AP English 4 Lit & Comp,R,12,2240610,12
English,4491,AP English 4 Lit & Comp,R,12,2240983,12
English,4491,AP English 4 Lit & Comp,R,12,2240642,12
English,4491,AP English 4 Lit & Comp,R,12,2240647,12
English,4491,AP English 4 Lit & Comp,R,12,2240685,12
English,4491,AP English 4 Lit & Comp,R,12,2240702,12
English,4491,AP English 4 Lit & Comp,R,12,2240705,12
English,4491,AP English 4 Lit & Comp,R,12,2240744,12
English,4491,AP English 4 Lit & Comp,R,12,2240749,12
English,4491,AP English 4 Lit & Comp,R,12,2240751,12
English,4491,AP English 4 Lit & Comp,R,12,2240761,12
English,4491,AP English 4 Lit & Comp,R,12,2240762,12
English,4491,AP English 4 Lit & Comp,R,12,2240803,12
English,4491,AP English 4 Lit & Comp,R,12,2240830,12
English,4491,AP English 4 Lit & Comp,R,12,2240835,12
English,4491,AP English 4 Lit & Comp,R,12,2241018,12
English,4491,AP English 4 Lit & Comp,R,12,2241026,12
English,4491,AP English 4 Lit & Comp,R,12,4240852,12
English,4491,AP English 4 Lit & Comp,R,12,2240932,12
English,4492,AP English 4 Lit & Comp,R,12,4240009,12
English,4492,AP English 4 Lit & Comp,R,12,2240050,12
English,4492,AP English 4 Lit & Comp,R,12,2240056,12
English,4492,AP English 4 Lit & Comp,R,12,2241112,12
English,4492,AP English 4 Lit & Comp,R,12,2240059,12
English,4492,AP English 4 Lit & Comp,R,12,2240071,12
English,4492,AP English 4 Lit & Comp,R,12,2240078,12
English,4492,AP English 4 Lit & Comp,R,12,2240108,12
English,4492,AP English 4 Lit & Comp,R,12,2240131,12
English,4492,AP English 4 Lit & Comp,R,12,2240153,12
English,4492,AP English 4 Lit & Comp,R,12,2240173,12
English,4492,AP English 4 Lit & Comp,R,12,2240221,12
English,4492,AP English 4 Lit & Comp,R,12,2240257,12
English,4492,AP English 4 Lit & Comp,R,12,2240004,12
English,4492,AP English 4 Lit & Comp,A,12,2240948,12
English,4492,AP English 4 Lit & Comp,R,12,2240281,12
English,4492,AP English 4 Lit & Comp,R,12,2240304,12
English,4492,AP English 4 Lit & Comp,R,12,2240307,12
English,4492,AP English 4 Lit & Comp,R,12,2240308,12
English,4492,AP English 4 Lit & Comp,R,12,2240309,12
English,4492,AP English 4 Lit & Comp,R,12,2240319,12
English,4492,AP English 4 Lit & Comp,R,12,2240323,12
English,4492,AP English 4 Lit & Comp,R,12,2240332,12
English,4492,AP English 4 Lit & Comp,R,12,2240333,12
English,4492,AP English 4 Lit & Comp,R,12,2240346,12
English,4492,AP English 4 Lit & Comp,R,12,2240349,12
English,4492,AP English 4 Lit & Comp,R,12,2240358,12
English,4492,AP English 4 Lit & Comp,R,12,2240363,12
English,4492,AP English 4 Lit & Comp,R,12,2240380,12
English,4492,AP English 4 Lit & Comp,R,12,2240954,12
English,4492,AP English 4 Lit & Comp,R,12,2240420,12
English,4492,AP English 4 Lit & Comp,R,12,2240399,12
English,4492,AP English 4 Lit & Comp,R,12,2240438,12
English,4492,AP English 4 Lit & Comp,R,12,2240440,12
English,4492,AP English 4 Lit & Comp,R,12,2240447,12
English,4492,AP English 4 Lit & Comp,R,12,2240481,12
English,4492,AP English 4 Lit & Comp,R,12,2240487,12
English,4492,AP English 4 Lit & Comp,R,12,2240007,12
English,4492,AP English 4 Lit & Comp,R,12,2240494,12
English,4492,AP English 4 Lit & Comp,R,12,2240484,12
English,4492,AP English 4 Lit & Comp,R,12,2240957,12
English,4492,AP English 4 Lit & Comp,R,12,2240528,12
English,4492,AP English 4 Lit & Comp,R,12,2240537,12
English,4492,AP English 4 Lit & Comp,R,12,2240542,12
English,4492,AP English 4 Lit & Comp,R,12,2240559,12
English,4492,AP English 4 Lit & Comp,R,12,2240575,12
English,4492,AP English 4 Lit & Comp,R,12,2240578,12
English,4492,AP English 4 Lit & Comp,R,12,2240589,12
English,4492,AP English 4 Lit & Comp,R,12,2240605,12
English,4492,AP English 4 Lit & Comp,R,12,2240610,12
English,4492,AP English 4 Lit & Comp,R,12,2240983,12
English,4492,AP English 4 Lit & Comp,R,12,2240642,12
English,4492,AP English 4 Lit & Comp,R,12,2240647,12
English,4492,AP English 4 Lit & Comp,R,12,2240685,12
English,4492,AP English 4 Lit & Comp,R,12,2240702,12
English,4492,AP English 4 Lit & Comp,R,12,2240705,12
English,4492,AP English 4 Lit & Comp,R,12,2240744,12
English,4492,AP English 4 Lit & Comp,R,12,2240749,12
English,4492,AP English 4 Lit & Comp,R,12,2240751,12
English,4492,AP English 4 Lit & Comp,R,12,2240761,12
English,4492,AP English 4 Lit & Comp,R,12,2240762,12
English,4492,AP English 4 Lit & Comp,R,12,2240803,12
English,4492,AP English 4 Lit & Comp,R,12,2240830,12
English,4492,AP English 4 Lit & Comp,R,12,2240835,12
English,4492,AP English 4 Lit & Comp,R,12,2241018,12
English,4492,AP English 4 Lit & Comp,R,12,2241026,12
English,4492,AP English 4 Lit & Comp,R,12,4240852,12
English,4492,AP English 4 Lit & Comp,R,12,2240932,12
English,4521,Rhetoric 101,R,12,2240018,12
English,4521,Rhetoric 101,R,12,2240973,12
English,4521,Rhetoric 101,R,12,2240019,12
English,4521,Rhetoric 101,R,12,2240020,12
English,4521,Rhetoric 101,R,12,2240904,12
English,4521,Rhetoric 101,R,12,2240042,12
English,4521,Rhetoric 101,R,12,2240049,12
English,4521,Rhetoric 101,R,12,2241029,12
English,4521,Rhetoric 101,R,12,2240053,12
English,4521,Rhetoric 101,R,12,2240994,12
English,4521,Rhetoric 101,R,12,2240061,12
English,4521,Rhetoric 101,R,12,2240080,12
English,4521,Rhetoric 101,R,12,2240083,12
English,4521,Rhetoric 101,R,12,2240085,12
English,4521,Rhetoric 101,R,12,2240087,12
English,4521,Rhetoric 101,R,12,2240096,12
English,4521,Rhetoric 101,R,12,2240902,12
English,4521,Rhetoric 101,R,12,2240106,12
English,4521,Rhetoric 101,R,12,2240109,12
English,4521,Rhetoric 101,R,12,2240119,12
English,4521,Rhetoric 101,R,12,2240128,12
English,4521,Rhetoric 101,R,12,2240139,12
English,4521,Rhetoric 101,R,12,2240147,12
English,4521,Rhetoric 101,R,12,2240159,12
English,4521,Rhetoric 101,R,12,2240182,12
English,4521,Rhetoric 101,R,12,2240194,12
English,4521,Rhetoric 101,R,12,4240084,12
English,4521,Rhetoric 101,R,12,2240208,12
English,4521,Rhetoric 101,R,12,2240212,12
English,4521,Rhetoric 101,R,12,4240090,12
English,4521,Rhetoric 101,R,12,2240229,12
English,4521,Rhetoric 101,R,12,2240946,12
English,4521,Rhetoric 101,R,12,2240235,12
English,4521,Rhetoric 101,R,12,2240237,12
English,4521,Rhetoric 101,R,12,2240244,12
English,4521,Rhetoric 101,R,12,2240256,12
English,4521,Rhetoric 101,R,12,2240272,12
English,4521,Rhetoric 101,R,12,2240297,12
English,4521,Rhetoric 101,R,12,2240298,12
English,4521,Rhetoric 101,R,12,2240315,12
English,4521,Rhetoric 101,R,12,2240360,12
English,4521,Rhetoric 101,R,12,2240381,12
English,4521,Rhetoric 101,R,12,2240382,12
English,4521,Rhetoric 101,R,12,2240916,12
English,4521,Rhetoric 101,R,12,2240404,12
English,4521,Rhetoric 101,R,12,2240409,12
English,4521,Rhetoric 101,R,12,2240422,12
English,4521,Rhetoric 101,R,12,2241034,12
English,4521,Rhetoric 101,R,12,2240428,12
English,4521,Rhetoric 101,R,12,2240429,12
English,4521,Rhetoric 101,R,12,2240467,12
English,4521,Rhetoric 101,R,12,2240469,12
English,4521,Rhetoric 101,R,12,2240473,12
English,4521,Rhetoric 101,R,12,2240922,12
English,4521,Rhetoric 101,R,12,2240486,12
English,4521,Rhetoric 101,R,12,2241045,12
English,4521,Rhetoric 101,R,12,2240505,12
English,4521,Rhetoric 101,R,12,2240506,12
English,4521,Rhetoric 101,R,12,2240512,12
English,4521,Rhetoric 101,R,12,2240527,12
English,4521,Rhetoric 101,R,12,4240241,12
English,4521,Rhetoric 101,R,12,2240545,12
English,4521,Rhetoric 101,R,12,2240546,12
English,4521,Rhetoric 101,R,12,2240553,12
English,4521,Rhetoric 101,R,12,2240544,12
English,4521,Rhetoric 101,R,12,2241005,12
English,4521,Rhetoric 101,R,12,2240557,12
English,4521,Rhetoric 101,R,12,2241090,12
English,4521,Rhetoric 101,R,12,2240562,12
English,4521,Rhetoric 101,R,12,2240982,12
English,4521,Rhetoric 101,R,12,2240591,12
English,4521,Rhetoric 101,R,12,2240989,12
English,4521,Rhetoric 101,R,12,2240600,12
English,4521,Rhetoric 101,R,12,2241039,12
English,4521,Rhetoric 101,R,12,2240596,12
English,4521,Rhetoric 101,R,12,2240599,12
English,4521,Rhetoric 101,R,12,2240607,12
English,4521,Rhetoric 101,R,12,4240275,12
English,4521,Rhetoric 101,R,12,2240609,12
English,4521,Rhetoric 101,R,12,2240615,12
English,4521,Rhetoric 101,R,12,2240623,12
English,4521,Rhetoric 101,R,12,2240630,12
English,4521,Rhetoric 101,R,12,2240638,12
English,4521,Rhetoric 101,R,12,2240641,12
English,4521,Rhetoric 101,R,12,2240646,12
English,4521,Rhetoric 101,R,12,4240941,12
English,4521,Rhetoric 101,R,12,4240302,12
English,4521,Rhetoric 101,R,12,2240663,12
English,4521,Rhetoric 101,R,12,4240303,12
English,4521,Rhetoric 101,R,12,2240668,12
English,4521,Rhetoric 101,R,12,2240667,12
English,4521,Rhetoric 101,R,12,2240669,12
English,4521,Rhetoric 101,R,12,2240675,12
English,4521,Rhetoric 101,R,12,2240677,12
English,4521,Rhetoric 101,R,12,2240681,12
English,4521,Rhetoric 101,R,12,2240682,12
English,4521,Rhetoric 101,R,12,2240688,12
English,4521,Rhetoric 101,R,12,2240695,12
English,4521,Rhetoric 101,R,12,2240696,12
English,4521,Rhetoric 101,R,12,2240698,12
English,4521,Rhetoric 101,R,12,2240703,12
English,4521,Rhetoric 101,R,12,2240927,12
English,4521,Rhetoric 101,R,12,2240708,12
English,4521,Rhetoric 101,R,12,2240710,12
English,4521,Rhetoric 101,R,12,2240711,12
English,4521,Rhetoric 101,R,12,2240719,12
English,4521,Rhetoric 101,R,12,2240720,12
English,4521,Rhetoric 101,R,12,2240722,12
English,4521,Rhetoric 101,R,12,2240724,12
English,4521,Rhetoric 101,R,12,2240726,12
English,4521,Rhetoric 101,R,12,2240733,12
English,4521,Rhetoric 101,R,12,2240736,12
English,4521,Rhetoric 101,R,12,2240738,12
English,4521,Rhetoric 101,R,12,2240740,12
English,4521,Rhetoric 101,R,12,2240741,12
English,4521,Rhetoric 101,R,12,2240750,12
English,4521,Rhetoric 101,R,12,2240754,12
English,4521,Rhetoric 101,R,12,2240765,12
English,4521,Rhetoric 101,R,12,2240775,12
English,4521,Rhetoric 101,R,12,2240779,12
English,4521,Rhetoric 101,R,12,2240815,12
English,4521,Rhetoric 101,R,12,2240837,12
English,4521,Rhetoric 101,R,12,2241026,12
English,4521,Rhetoric 101,R,12,2240852,12
English,4521,Rhetoric 101,R,12,2240964,12
English,4521,Rhetoric 101,R,12,2240861,12
English,4521,Rhetoric 101,R,12,2240880,12
English,4521,Rhetoric 101,R,12,2240894,12
English,4521,Rhetoric 101,R,12,2240896,12
English,4522,Rhetoric 102,R,12,2240018,12
English,4522,Rhetoric 102,R,12,2240973,12
English,4522,Rhetoric 102,R,12,2240019,12
English,4522,Rhetoric 102,R,12,2240020,12
English,4522,Rhetoric 102,R,12,2240904,12
English,4522,Rhetoric 102,R,12,2240042,12
English,4522,Rhetoric 102,R,12,2240049,12
English,4522,Rhetoric 102,R,12,2241029,12
English,4522,Rhetoric 102,R,12,2240053,12
English,4522,Rhetoric 102,R,12,2240994,12
English,4522,Rhetoric 102,R,12,2240061,12
English,4522,Rhetoric 102,R,12,2240080,12
English,4522,Rhetoric 102,R,12,2240083,12
English,4522,Rhetoric 102,R,12,2240085,12
English,4522,Rhetoric 102,R,12,2240087,12
English,4522,Rhetoric 102,R,12,2240096,12
English,4522,Rhetoric 102,R,12,2240902,12
English,4522,Rhetoric 102,R,12,2240106,12
English,4522,Rhetoric 102,R,12,2240109,12
English,4522,Rhetoric 102,R,12,2240119,12
English,4522,Rhetoric 102,R,12,2240128,12
English,4522,Rhetoric 102,R,12,2240139,12
English,4522,Rhetoric 102,R,12,2240147,12
English,4522,Rhetoric 102,R,12,2240159,12
English,4522,Rhetoric 102,R,12,2240182,12
English,4522,Rhetoric 102,R,12,2240194,12
English,4522,Rhetoric 102,R,12,4240084,12
English,4522,Rhetoric 102,R,12,2240208,12
English,4522,Rhetoric 102,R,12,2240212,12
English,4522,Rhetoric 102,R,12,4240090,12
English,4522,Rhetoric 102,R,12,2240229,12
English,4522,Rhetoric 102,R,12,2240946,12
English,4522,Rhetoric 102,R,12,2240235,12
English,4522,Rhetoric 102,R,12,2240237,12
English,4522,Rhetoric 102,R,12,2240244,12
English,4522,Rhetoric 102,R,12,2240256,12
English,4522,Rhetoric 102,R,12,2240272,12
English,4522,Rhetoric 102,R,12,2240297,12
English,4522,Rhetoric 102,R,12,2240298,12
English,4522,Rhetoric 102,R,12,2240315,12
English,4522,Rhetoric 102,R,12,2240360,12
English,4522,Rhetoric 102,R,12,2240381,12
English,4522,Rhetoric 102,R,12,2240382,12
English,4522,Rhetoric 102,R,12,2240916,12
English,4522,Rhetoric 102,R,12,2240404,12
English,4522,Rhetoric 102,R,12,2240409,12
English,4522,Rhetoric 102,R,12,2240422,12
English,4522,Rhetoric 102,R,12,2241034,12
English,4522,Rhetoric 102,R,12,2240428,12
English,4522,Rhetoric 102,R,12,2240429,12
English,4522,Rhetoric 102,R,12,2240467,12
English,4522,Rhetoric 102,R,12,2240469,12
English,4522,Rhetoric 102,R,12,2240473,12
English,4522,Rhetoric 102,R,12,2240922,12
English,4522,Rhetoric 102,R,12,2240486,12
English,4522,Rhetoric 102,R,12,2241045,12
English,4522,Rhetoric 102,R,12,2240505,12
English,4522,Rhetoric 102,R,12,2240506,12
English,4522,Rhetoric 102,R,12,2240512,12
English,4522,Rhetoric 102,R,12,2240527,12
English,4522,Rhetoric 102,R,12,4240241,12
English,4522,Rhetoric 102,R,12,2240545,12
English,4522,Rhetoric 102,R,12,2240546,12
English,4522,Rhetoric 102,R,12,2240553,12
English,4522,Rhetoric 102,R,12,2240544,12
English,4522,Rhetoric 102,R,12,2241005,12
English,4522,Rhetoric 102,R,12,2240557,12
English,4522,Rhetoric 102,R,12,2241090,12
English,4522,Rhetoric 102,R,12,2240562,12
English,4522,Rhetoric 102,R,12,2240982,12
English,4522,Rhetoric 102,R,12,2240591,12
English,4522,Rhetoric 102,R,12,2240989,12
English,4522,Rhetoric 102,R,12,2240600,12
English,4522,Rhetoric 102,R,12,2241039,12
English,4522,Rhetoric 102,R,12,2240596,12
English,4522,Rhetoric 102,R,12,2240599,12
English,4522,Rhetoric 102,R,12,2240607,12
English,4522,Rhetoric 102,R,12,4240275,12
English,4522,Rhetoric 102,R,12,2240609,12
English,4522,Rhetoric 102,R,12,2240615,12
English,4522,Rhetoric 102,R,12,2240623,12
English,4522,Rhetoric 102,R,12,2240630,12
English,4522,Rhetoric 102,R,12,2240638,12
English,4522,Rhetoric 102,R,12,2240641,12
English,4522,Rhetoric 102,R,12,2240646,12
English,4522,Rhetoric 102,R,12,4240941,12
English,4522,Rhetoric 102,R,12,4240302,12
English,4522,Rhetoric 102,R,12,2240663,12
English,4522,Rhetoric 102,R,12,4240303,12
English,4522,Rhetoric 102,R,12,2240668,12
English,4522,Rhetoric 102,R,12,2240667,12
English,4522,Rhetoric 102,R,12,2240669,12
English,4522,Rhetoric 102,R,12,2240675,12
English,4522,Rhetoric 102,R,12,2240677,12
English,4522,Rhetoric 102,R,12,2240681,12
English,4522,Rhetoric 102,R,12,2240682,12
English,4522,Rhetoric 102,R,12,2240688,12
English,4522,Rhetoric 102,R,12,2240695,12
English,4522,Rhetoric 102,R,12,2240696,12
English,4522,Rhetoric 102,R,12,2240698,12
English,4522,Rhetoric 102,R,12,2240703,12
English,4522,Rhetoric 102,R,12,2240927,12
English,4522,Rhetoric 102,R,12,2240708,12
English,4522,Rhetoric 102,R,12,2240710,12
English,4522,Rhetoric 102,R,12,2240711,12
English,4522,Rhetoric 102,R,12,2240719,12
English,4522,Rhetoric 102,R,12,2240720,12
English,4522,Rhetoric 102,R,12,2240722,12
English,4522,Rhetoric 102,R,12,2240724,12
English,4522,Rhetoric 102,R,12,2240726,12
English,4522,Rhetoric 102,R,12,2240733,12
English,4522,Rhetoric 102,R,12,2240736,12
English,4522,Rhetoric 102,R,12,2240738,12
English,4522,Rhetoric 102,R,12,2240740,12
English,4522,Rhetoric 102,R,12,2240741,12
English,4522,Rhetoric 102,R,12,2240750,12
English,4522,Rhetoric 102,R,12,2240754,12
English,4522,Rhetoric 102,R,12,2240765,12
English,4522,Rhetoric 102,R,12,2240775,12
English,4522,Rhetoric 102,R,12,2240779,12
English,4522,Rhetoric 102,R,12,2240815,12
English,4522,Rhetoric 102,R,12,2240837,12
English,4522,Rhetoric 102,R,12,2241026,12
English,4522,Rhetoric 102,R,12,2240852,12
English,4522,Rhetoric 102,R,12,2240964,12
English,4522,Rhetoric 102,R,12,2240861,12
English,4522,Rhetoric 102,R,12,2240880,12
English,4522,Rhetoric 102,R,12,2240894,12
English,4522,Rhetoric 102,R,12,2240896,12
English,4551,Drama 1,A,11,2250011,11
English,4551,Drama 1,R,12,2240033,12
English,4551,Drama 1,R,10,2260801,10
English,4551,Drama 1,A,10,2260036,10
English,4551,Drama 1,A,9,2270803,9
English,4551,Drama 1,A,12,2240044,12
English,4551,Drama 1,A,11,2250066,11
English,4551,Drama 1,A,10,2260939,10
English,4551,Drama 1,R,9,2270726,9
English,4551,Drama 1,R,9,2270137,9
English,4551,Drama 1,A,12,2240106,12
English,4551,Drama 1,A,11,2250098,11
English,4551,Drama 1,A,10,2260803,10
English,4551,Drama 1,A,12,2240115,12
English,4551,Drama 1,A,10,2260118,10
English,4551,Drama 1,A,10,2260119,10
English,4551,Drama 1,R,11,2250124,11
English,4551,Drama 1,R,9,2270586,9
English,4551,Drama 1,R,9,2270443,9
English,4551,Drama 1,R,10,2260130,10
English,4551,Drama 1,R,11,2250149,11
English,4551,Drama 1,A,10,2260140,10
English,4551,Drama 1,R,9,2270815,9
English,4551,Drama 1,R,10,2260146,10
English,4551,Drama 1,A,11,4250156,11
English,4551,Drama 1,A,12,2240185,12
English,4551,Drama 1,A,11,2250173,11
English,4551,Drama 1,A,10,2260161,10
English,4551,Drama 1,R,9,2270657,9
English,4551,Drama 1,A,12,2240198,12
English,4551,Drama 1,R,9,2270125,9
English,4551,Drama 1,R,9,2270017,9
English,4551,Drama 1,A,10,2260178,10
English,4551,Drama 1,A,10,2260179,10
English,4551,Drama 1,A,10,2260956,10
English,4551,Drama 1,R,9,2270716,9
English,4551,Drama 1,A,11,2250204,11
English,4551,Drama 1,R,9,2270326,9
English,4551,Drama 1,R,9,2270664,9
English,4551,Drama 1,R,11,2250220,11
English,4551,Drama 1,R,9,2270278,9
English,4551,Drama 1,R,10,2260935,10
English,4551,Drama 1,A,10,2260239,10
English,4551,Drama 1,R,9,2270132,9
English,4551,Drama 1,A,9,2270397,9
English,4551,Drama 1,R,9,2270115,9
English,4551,Drama 1,A,11,2250297,11
English,4551,Drama 1,A,10,2260289,10
English,4551,Drama 1,R,10,2260298,10
English,4551,Drama 1,R,10,2260299,10
English,4551,Drama 1,A,9,2270334,9
English,4551,Drama 1,R,9,2270532,9
English,4551,Drama 1,R,9,2270728,9
English,4551,Drama 1,R,9,2270079,9
English,4551,Drama 1,R,9,2270872,9
English,4551,Drama 1,R,9,2270510,9
English,4551,Drama 1,R,9,2270409,9
English,4551,Drama 1,A,10,2260343,10
English,4551,Drama 1,R,9,2270612,9
English,4551,Drama 1,A,11,4250049,11
English,4551,Drama 1,R,9,2270133,9
English,4551,Drama 1,R,9,2270519,9
English,4551,Drama 1,A,10,2260390,10
